P36575	ENSG00000120500
Q9H0M0	ENSG00000123124
O00308	ENSG00000198373
Q8WWM1	ENSG00000171405
Q9UBD3	ENSG00000143185
Q9UPY5	ENSG00000151012
P47989	ENSG00000158125
A2RUG3	
Q9UIA9	ENSG00000130227
O75695	ENSG00000102218
Q9H267	ENSG00000184056
Q9H9H4	ENSG00000139722
P63124	
P63120	
Q9NRW7	ENSG00000136631
Q5VIR6	ENSG00000141252;ENSG00000283883
Q96N03	ENSG00000132821
P04004	ENSG00000109072
Q8N398	ENSG00000145198
A6NCI4	ENSG00000175267
Q6VEQ5	
Q9NQA3	
O00401	ENSG00000106299
Q8TBZ3	ENSG00000140153
Q9P2L0	ENSG00000118965
Q15061	ENSG00000163811
Q5JSH3	ENSG00000131725
Q8TAF3	ENSG00000114742
O43379	ENSG00000075702
A4D1P6	ENSG00000105875
Q6P2C0	ENSG00000140527
Q8IUB5	ENSG00000168634
Q14508	ENSG00000101443
Q8IUB2	ENSG00000124116
Q8IUA0	ENSG00000158901
Q9P202	ENSG00000095397
O43516	ENSG00000115935
Q5MNZ9	ENSG00000070540
Q06250	
Q5T9L3	ENSG00000116729
Q96NR7	
Q6AWC2	ENSG00000151718
Q8WTP9	ENSG00000171402
Q702N8	ENSG00000168334
A4UGR9	ENSG00000163092
Q5GH76	ENSG00000206579
Q5GH73	ENSG00000171044
Q5GH72	ENSG00000260903
O14609	
P51811	ENSG00000047597
O43543	ENSG00000196584
P13010	ENSG00000079246
Q8NBI6	ENSG00000173950
Q9UNL2	ENSG00000114850
O60224	ENSG00000269791;ENSG00000268009
O00338	ENSG00000198203
O75897	ENSG00000198075
Q9HBF5	ENSG00000180953
O00204	ENSG00000088002
Q8WU08	ENSG00000169302
P0CL85	
Q9NSY2	ENSG00000172345
P02808	ENSG00000282891;ENSG00000126549
O76061	ENSG00000113739
Q658P3	ENSG00000115107
Q15468	ENSG00000123473
Q13586	ENSG00000167323
Q86WV6	ENSG00000184584
O94804	ENSG00000072786
Q8N2I9	ENSG00000196182
Q13043	ENSG00000101109
Q9UBI4	ENSG00000067221
Q9H6E5	ENSG00000149016
O95772	ENSG00000010270
Q9BX79	ENSG00000137868
O43815	ENSG00000115808
P08842	ENSG00000101846
Q8TCJ2	ENSG00000163527
Q8NFX7	ENSG00000168952
Q9UBS9	ENSG00000094975
Q8TAQ9	ENSG00000164744
Q9UGT4	ENSG00000099994
Q8N434	ENSG00000157703
A8MT33	ENSG00000205078
P49589	ENSG00000278191;ENSG00000110619
Q6PIF2	ENSG00000161860
Q9HA77	ENSG00000134905
Q9BX26	ENSG00000196074
Q8IZU3	ENSG00000139351
Q9UQF0	ENSG00000242950
P60508	ENSG00000244476
O95363	ENSG00000145982
P12081	ENSG00000170445
O95926	ENSG00000117614
Q9NSE4	ENSG00000067704
P57105	ENSG00000213463
Q96GW9	ENSG00000247626
A6NDD5	ENSG00000183379
Q8N205	ENSG00000181392
O15061	ENSG00000182253
Q9H7V2	ENSG00000101463
O15056	ENSG00000078269
P26640	ENSG00000096171;ENSG00000204394;ENSG00000231116;ENSG00000226589;ENSG00000224264
Q9UGM6	ENSG00000116874
Q9NYV9	ENSG00000277254;ENSG00000212128;ENSG00000273457
P59538	ENSG00000263097;ENSG00000256436
Q7RTR8	ENSG00000186136
P59539	
Q96CE8	ENSG00000163762
Q96RJ0	ENSG00000146399
Q9P1P5	ENSG00000146378
Q969N4	ENSG00000146385
P09758	ENSG00000184292
Q9BSH4	ENSG00000136463
O75478	ENSG00000277104
Q9Y6J9	ENSG00000162227
P49848	ENSG00000106290
Q9UI15	ENSG00000144834
Q9H2D6	ENSG00000100106
P10636	ENSG00000277956;ENSG00000186868;ENSG00000276155
P0CG34	ENSG00000158164
Q99954	ENSG00000109208
Q96GM5	ENSG00000066117
Q86VZ5	
Q8IYR2	ENSG00000186532
Q99747	ENSG00000134265
O43623	ENSG00000019549
B1AK76	
Q9Y5X0	ENSG00000086300
Q9NRS6	ENSG00000110025
P57768	ENSG00000104497
Q15036	ENSG00000115234
Q9Y343	ENSG00000064652
Q9H3E2	ENSG00000109762
Q8WV41	ENSG00000173548
P08294	ENSG00000109610
P35716	ENSG00000176887
O00570	ENSG00000182968
P35712	ENSG00000110693
Q02086	ENSG00000167182
P61009	ENSG00000129128
A1X283	ENSG00000174705
Q495Y7	
O95238	ENSG00000124664
P19623	ENSG00000116649
Q15772	ENSG00000072195
Q8NA61	ENSG00000174015
Q6UW49	ENSG00000258484
Q99865	ENSG00000147059
O75830	ENSG00000114204
Q56A73	ENSG00000186767
Q8N9U9	
Q8TCT8	ENSG00000138600
Q8TCT7	ENSG00000005206
P22528	ENSG00000169469
P22532	ENSG00000163216
Q9H040	ENSG00000010072
Q8WW59	ENSG00000176422
Q7Z6I5	ENSG00000186451
Q7Z5L4	ENSG00000166118
Q7Z572	ENSG00000187144
Q68D10	ENSG00000179119
P63272	ENSG00000213246
Q5MJ08	ENSG00000189326
Q9BXG8	ENSG00000164299
Q96JX3	ENSG00000122335
P49458	ENSG00000143742
Q9UHB9	ENSG00000167881
P08240	ENSG00000182934
A2A2V5	ENSG00000180440
Q9BWG4	ENSG00000130511
Q8WYL5	ENSG00000084112
Q8WWF3	ENSG00000165120
Q7RTT5	ENSG00000187754
P50225	ENSG00000196502
Q9NY57	ENSG00000152953
Q6IMI4	ENSG00000138068
Q9NY15	ENSG00000010327
Q99469	ENSG00000144681
Q96FJ0	ENSG00000138134
O75886	ENSG00000115145
Q9ULZ2	ENSG00000035720
P59095	ENSG00000174448
Q9NQZ5	ENSG00000084090
Q9P2P6	ENSG00000159433
P40763	ENSG00000168610
O95793	ENSG00000124214
Q9Y2K9	ENSG00000145087
Q92537	ENSG00000100647
O43463	ENSG00000101945
Q7L1I2	ENSG00000185518
Q496J9	ENSG00000122012
Q2M3V2	ENSG00000198944
Q6PI48	ENSG00000117593
P07814	ENSG00000136628
Q9Y285	ENSG00000179115
Q96PV0	ENSG00000227460;ENSG00000197283
P49590	ENSG00000112855
O95149	ENSG00000169371
Q6ZMY3	ENSG00000134668
Q13103	ENSG00000072080
Q8IUH8	ENSG00000185294
Q96N96	ENSG00000182957
Q9BXB7	ENSG00000144962
Q96L03	ENSG00000162814
P11277	ENSG00000070182
Q01082	ENSG00000115306
Q9NUV7	ENSG00000172296
Q8NFR3	ENSG00000196542
Q8N5C6	ENSG00000068784
P36956	ENSG00000072310
P78362	ENSG00000135250
O60687	ENSG00000102359
Q01130	ENSG00000161547
Q13243	ENSG00000100650
Q9BRL6	ENSG00000263465
Q14140	ENSG00000179833
O60232	ENSG00000173465
Q16384	ENSG00000126752
O60225	ENSG00000165583
Q9Y3M8	ENSG00000133121
Q8WWQ8	ENSG00000136011
O95630	ENSG00000124356
Q8NBB2	
H3BQB6	ENSG00000230873
Q9UJZ1	ENSG00000165283
Q9H668	ENSG00000107960
Q9P2F5	ENSG00000173320
O75558	ENSG00000135604
Q9P2W9	ENSG00000168818
Q8N4C7	ENSG00000178750
P61266	ENSG00000099365
O00186	ENSG00000116266
Q96I99	ENSG00000172340
Q9UMX1	ENSG00000107882
Q06330	ENSG00000168214
P14410	ENSG00000090402
Q8NBJ7	ENSG00000129103
P61956	ENSG00000188612
Q9UH99	ENSG00000100242
M5A8F1	
O75486	ENSG00000196284
O95425	ENSG00000197321
Q6NVH7	ENSG00000173928
Q5VT97	ENSG00000097096
Q5JPH6	ENSG00000103356
Q99909	ENSG00000165584
O94768	ENSG00000081320
O60284	ENSG00000147488
Q6IMI6	ENSG00000196228
P0CL84	
P78524	ENSG00000166444
Q9UHE8	ENSG00000164647
Q8NFT2	ENSG00000157214
Q53LP3	ENSG00000198142
P49588	ENSG00000090861
Q5T4T6	ENSG00000153157
A1L190	ENSG00000217442
P14868	ENSG00000115866
P47897	ENSG00000172053
Q15532	ENSG00000141380
Q96DR4	ENSG00000164211
Q92502	ENSG00000130052
P42224	ENSG00000115415
O95210	ENSG00000118804
P31948	ENSG00000168439
O75716	ENSG00000115661
Q9Y6E0	ENSG00000102572
O00506	ENSG00000115694
Q9NZ72	ENSG00000197457
Q9Y6Q2	ENSG00000243244
Q05952	ENSG00000178279
Q8N7X2	ENSG00000197768
Q69YW2	ENSG00000203685
O60499	ENSG00000104915
P56962	ENSG00000136874
P32856	ENSG00000111450
Q8IX01	ENSG00000064607
Q8IWU6	ENSG00000137573
Q8IWU5	ENSG00000196562
Q6UWL2	ENSG00000106868
Q9H5I1	ENSG00000152455
Q9UH65	ENSG00000133789
Q5T5J6	ENSG00000116668
Q58G82	
Q8N0S2	ENSG00000171772
Q0VAF6	ENSG00000179751
Q9HCS7	ENSG00000076924
Q8IYB5	ENSG00000112305
Q9UHJ3	ENSG00000163935
Q8IY18	ENSG00000198887
A6NHR9	ENSG00000101596
B2RUZ4	ENSG00000235169
A6NGZ8	ENSG00000203870
H3BMG3	ENSG00000240204
Q9Y5X2	ENSG00000106266
Q9BZZ2	ENSG00000088827
Q9Y6L6	ENSG00000134538
Q9NPD5	ENSG00000111700
Q92959	ENSG00000174640
Q6ZQN7	ENSG00000173930
Q8WXH5	ENSG00000180008
O94964	ENSG00000149639
Q5JUK2	ENSG00000165643
P01242	ENSG00000136487
Q6X4U4	ENSG00000171243
O75391	ENSG00000091640
Q6RVD6	ENSG00000185594
Q9BWV2	ENSG00000145757
P48595	ENSG00000242550
P0CI01	
Q9Y4P9	ENSG00000101222
Q9NZD8	ENSG00000090487
Q99619	ENSG00000111671
P52788	ENSG00000102172
Q96N06	ENSG00000167523
Q5T0L3	ENSG00000171722
O15269	ENSG00000090054
Q13813	ENSG00000197694
O15020	ENSG00000173898
Q9NRC6	ENSG00000137877
Q969W0	ENSG00000165389
Q8NCC5	ENSG00000157800
Q5MJ07	ENSG00000204363
Q9C004	ENSG00000187678
P21549	ENSG00000172482
P10124	ENSG00000122862
O75044	ENSG00000266028
Q9H3Y6	ENSG00000125508
Q8IYB3	ENSG00000133226
Q9UQ35	ENSG00000167978
Q76I76	ENSG00000141298
Q8TE77	ENSG00000172830
O43805	ENSG00000176101
Q7RTT4	
Q8IZP2	
Q9Y5Y6	ENSG00000149418
P0DMN0	ENSG00000213648
O43704	ENSG00000173597
P0CL83	
Q8TBR4	
Q9BR01	ENSG00000130540
Q9Y365	ENSG00000214530
P42229	ENSG00000126561
P51692	ENSG00000173757
Q6ZMT1	ENSG00000141750
Q96MF2	ENSG00000185482
Q9P246	ENSG00000109689
Q15831	ENSG00000118046
Q9BYT3	ENSG00000130413
Q0P670	ENSG00000283714;ENSG00000184560
Q6Q759	ENSG00000155761
Q9UQ90	ENSG00000197912
Q15513	ENSG00000213029
Q01892	ENSG00000269404
Q5JUX0	ENSG00000204271
Q08AE8	ENSG00000134278
P49223	ENSG00000101446
Q9NS26	ENSG00000203926;ENSG00000198021
Q9NY87	ENSG00000198573
O43791	ENSG00000121067
P35325	ENSG00000196805
Q7Z698	ENSG00000198369
Q5BIV9	ENSG00000203772
Q5W111	ENSG00000123178
O43597	ENSG00000136158
Q9BX66	ENSG00000095637
Q14247	ENSG00000085733
Q96GP6	ENSG00000244486
Q8WXA9	ENSG00000153914
P0DJJ0	ENSG00000171943
P78539	ENSG00000101955
Q05519	ENSG00000116754
Q08945	ENSG00000149136
P50226	ENSG00000197165
Q9UJ98	ENSG00000066923
Q92783	ENSG00000136738
Q9UGK3	ENSG00000178078
Q14849	ENSG00000131748
P49675	ENSG00000147465
P52630	ENSG00000170581
Q9NUL3	ENSG00000040341
Q13285	ENSG00000136931
Q8IWL8	ENSG00000256762
Q86TL2	ENSG00000213533
P49842	ENSG00000226257;ENSG00000234947;ENSG00000206342;ENSG00000204344;ENSG00000226033;ENSG00000236250
Q9BXU1	ENSG00000196335
Q8TDR2	ENSG00000125834
Q15208	ENSG00000112079
Q8NE28	ENSG00000198870
Q8TAV4	ENSG00000133115
P16949	ENSG00000117632
P27105	ENSG00000148175
P09430	ENSG00000118245
A6NGW2	
P46977	ENSG00000134910
Q8WUJ0	ENSG00000198252
Q9HAC7	ENSG00000175600
Q8NBK3	ENSG00000144455
Q9GZT4	ENSG00000167720
Q8WXF0	ENSG00000154548
Q9NUC0	ENSG00000082497;ENSG00000281230
Q9BWW4	ENSG00000157216
Q04837	ENSG00000106028;ENSG00000262771
P51649	ENSG00000112294
P30874	ENSG00000180616
P32745	ENSG00000278195
P35346	ENSG00000162009
P43308	ENSG00000163479
Q7RTT6	
Q9UEE5	ENSG00000164543
P0DMM9	ENSG00000261052
P49888	ENSG00000109193
Q06520	ENSG00000105398
Q86UX6	ENSG00000165752
Q9Y2H1	ENSG00000211455
O94864	ENSG00000119760
Q8TDW4	ENSG00000007341
Q9NRC1	ENSG00000004866
Q8WVM7	ENSG00000118007
Q8N3U4	ENSG00000101972
Q14765	ENSG00000138378
P42226	ENSG00000166888
P52823	ENSG00000159167
Q687X5	ENSG00000127954
Q6NZ63	ENSG00000105889
Q9NRP7	ENSG00000163482
Q9UEW8	ENSG00000198648
Q13188	ENSG00000104375
Q93045	ENSG00000104435
Q8N412	ENSG00000163116
Q8N801	ENSG00000239605
Q7Z7C7	ENSG00000146857
Q9C0K7	ENSG00000082146
Q9Y3F4	ENSG00000023734
Q96SI9	ENSG00000165209
Q13033	ENSG00000196792
Q5VSL9	ENSG00000143093
Q16623	ENSG00000106089
Q12846	ENSG00000103496
Q13190	ENSG00000162236
Q9UNK0	ENSG00000170310
P53597	ENSG00000163541
Q9P2R7	ENSG00000136143
Q9BXA5	ENSG00000198829
Q8IWZ8	ENSG00000105705
Q6EEV6	ENSG00000177688
O15260	ENSG00000280951;ENSG00000148248
O75683	ENSG00000281309;ENSG00000148296
A6NJG2	ENSG00000187808
Q5JTZ9	ENSG00000124608
Q13277	ENSG00000166900
O43752	ENSG00000135823
O15400	ENSG00000079950
P61764	ENSG00000136854
Q6ZWJ1	ENSG00000166263
Q9Y6J8	ENSG00000127952
P55854	ENSG00000184900
O94901	ENSG00000164828
Q8TC36	ENSG00000167098
P51687	ENSG00000139531
Q15526	ENSG00000148290;ENSG00000280627
Q96L08	ENSG00000157303
O60279	ENSG00000173705
Q8IYB8	ENSG00000156502
Q7L0J3	ENSG00000159164
Q8NHG7	ENSG00000198168
P41252	ENSG00000196305
P17600	ENSG00000008056
Q8NF91	ENSG00000131018
Q8WXH0	ENSG00000054654
Q7L8C5	ENSG00000019505
Q17RD7	ENSG00000139973
P21579	ENSG00000067715
O00445	ENSG00000129990
Q8NBV8	ENSG00000149043
Q4VX76	ENSG00000164674
Q16143	ENSG00000074317
Q8N1K5	ENSG00000172673;ENSG00000275122
Q16762	ENSG00000128311
Q9NXG2	ENSG00000066654
Q99595	ENSG00000134375
P35590	ENSG00000066056
Q6ZNK6	ENSG00000255833
Q53EQ6	ENSG00000278016;ENSG00000179886
Q9Y584	ENSG00000277649;ENSG00000278501;ENSG00000177370
O43615	ENSG00000104980
O60220	ENSG00000126953
Q96H15	ENSG00000145850
P01033	ENSG00000102265
Q9UNS1	ENSG00000111602
Q9GZM7	ENSG00000142910
Q3LXA3	ENSG00000149476
Q04724	ENSG00000196781
Q7Z5M5	ENSG00000188869
Q6UXY8	ENSG00000103534
Q9Y3A6	ENSG00000117500
Q9HBJ8	ENSG00000147003
Q6P2H8	ENSG00000126106
Q8N0U2	ENSG00000143001
A0PK05	ENSG00000187783
Q96HE8	ENSG00000177042
A2RUT3	ENSG00000183396
A6NDV4	ENSG00000137103
Q12767	ENSG00000177728
Q9Y2Y6	ENSG00000006042
Q9NQ34	ENSG00000175348
Q9BVT8	ENSG00000164897
Q96JJ7	ENSG00000166479
P21580	ENSG00000118503
O43508	ENSG00000239697
O95407	ENSG00000243509
P01375	ENSG00000223952;ENSG00000230108;ENSG00000204490;ENSG00000228321;ENSG00000206439;ENSG00000232810;ENSG00000228849
Q9NXH8	ENSG00000198113
Q6P589	ENSG00000163154
P0DKB5	ENSG00000261594
Q8NHX9	ENSG00000162341
Q86SZ2	ENSG00000182400
O43399	ENSG00000101150
O00220	ENSG00000104689
Q9UBN6	ENSG00000173530
O00300	ENSG00000164761
Q9UPV9	ENSG00000182606
Q15035	ENSG00000065308
P07204	ENSG00000178726
Q15633	ENSG00000139546
Q13061	ENSG00000186439
O43280	ENSG00000118094
Q96PN7	ENSG00000124496
P03986	
Q9NXH9	ENSG00000104907
Q8IYL2	ENSG00000155275
Q9UBP6	ENSG00000037897
Q86V81	ENSG00000183684
Q13769	ENSG00000100296
P00734	ENSG00000180210
Q9BTF0	ENSG00000138050
P01266	ENSG00000042832
O95411	ENSG00000221995
Q13009	ENSG00000156299
Q07352	ENSG00000185650
Q9Y5M6	ENSG00000262180
Q9UHF0	ENSG00000166863
Q9H0I9	ENSG00000151005
Q9H808	ENSG00000104953
Q8NE00	ENSG00000109066
Q9H0C3	ENSG00000139173
Q6ZMR5	ENSG00000187054
Q9BTD3	ENSG00000184986
Q96AQ2	ENSG00000179178
O75204	ENSG00000135956
Q9H6X4	ENSG00000172663
Q8IV31	ENSG00000178826
Q9BVK8	ENSG00000105677
Q8N614	ENSG00000121895
Q8TC26	ENSG00000152128
Q14656	ENSG00000177854
Q8WZ59	ENSG00000160472
Q6ZVM7	ENSG00000175662
Q5SNT2	ENSG00000188807
Q9BSN7	ENSG00000131634
Q9P0N5	ENSG00000187049
Q5W0B7	ENSG00000148483
Q96Q45	ENSG00000155755
Q5VVB8	ENSG00000203756
A6NEH6	ENSG00000284701
Q8N6I4	ENSG00000275947;ENSG00000153485
A0A087WTH1	ENSG00000281991
Q5VZI3	ENSG00000157693
Q9H6F2	ENSG00000072954
Q9NVV0	ENSG00000095209
Q96B21	ENSG00000151715
O95807	ENSG00000183726
Q8N2M4	ENSG00000151117
Q92544	ENSG00000101337
Q8TDI7	ENSG00000149488
Q7Z404	ENSG00000167608;ENSG00000274905;ENSG00000278363;ENSG00000276260;ENSG00000274873;ENSG00000273722;ENSG00000277996;ENSG00000277667
Q7Z403	ENSG00000141524
Q8IU68	ENSG00000167895
Q9Y3Q3	ENSG00000166557
Q9Y3B3	ENSG00000134970
Q9P0T7	ENSG00000116857
O14669	ENSG00000126460
Q9BZD7	ENSG00000130032
Q71RG4	ENSG00000168591
Q9Y320	ENSG00000213593
P50591	ENSG00000121858
O14788	ENSG00000120659
Q6ICL3	ENSG00000183597
P45378	ENSG00000130595
Q9NP84	ENSG00000006327
Q92956	ENSG00000273936;ENSG00000157873
Q02223	ENSG00000048462
Q9NS68	ENSG00000127863
P19438	ENSG00000067182
Q7Z2V1	ENSG00000234186
Q96B49	ENSG00000214736
Q8WZ04	ENSG00000184154
P11388	ENSG00000131747
P09493	ENSG00000140416
Q9Y5R8	ENSG00000170043
Q9Y296	ENSG00000280495;ENSG00000196655
Q9Y2L5	ENSG00000153339
Q9BW30	ENSG00000159713
Q6ZUI0	ENSG00000188001
Q9Y3C4	ENSG00000144034
Q4KMQ1	ENSG00000176058
O60507	ENSG00000169902
O60704	ENSG00000128294
Q969Z4	ENSG00000054967
P0CI26	ENSG00000204449
A6NLI5	
P62995	ENSG00000136527
Q6Q0C0	ENSG00000131653
Q9BXT5	ENSG00000133863
Q8NA77	ENSG00000182459
Q8TBZ9	ENSG00000164645
P52655	ENSG00000165417
P32780	ENSG00000110768
Q01664	ENSG00000090447
Q07654	
Q9UP52	ENSG00000106327
Q9GZN2	ENSG00000118707
P35625	ENSG00000100234
Q9UJW2	ENSG00000137251
Q9BVW5	ENSG00000075131
Q8TB96	ENSG00000129636
P47974	ENSG00000152518
Q5JTD0	ENSG00000137221
P20366	ENSG00000006128
Q04725	ENSG00000065717
Q04726	ENSG00000140332
Q15399	ENSG00000174125
O43763	ENSG00000115297
Q9BVC6	ENSG00000110108
B3SHH9	ENSG00000232258
Q8N3G9	ENSG00000166448
Q9H2Q1	ENSG00000170647
Q9NV12	ENSG00000146859
Q9P0S9	ENSG00000111843
A6NGA9	ENSG00000187806
Q6QAJ8	ENSG00000187824
B4DJY2	ENSG00000224982
A6NFC5	ENSG00000204278
Q24JQ0	ENSG00000134490
Q9BRR3	ENSG00000165152
Q2WGJ8	ENSG00000261587
P0C7T8	ENSG00000232070
Q9UK28	ENSG00000105696
Q9BZW5	ENSG00000136404
Q8N661	ENSG00000180089
Q96EY4	ENSG00000198498
O75069	ENSG00000133069
Q13445	ENSG00000099203
Q15363	ENSG00000086598
Q9BVK6	ENSG00000184840
Q9NVH6	ENSG00000185973
P17152	ENSG00000178307
Q8WWA1	ENSG00000088726
Q9NW97	ENSG00000171729
Q0P6H9	ENSG00000137842
Q6YI46	ENSG00000180694
Q6P5X7	ENSG00000165071
Q8N9X5	
A0PJX8	ENSG00000162460
Q9HCN3	ENSG00000129925
Q6UXU6	ENSG00000167105
Q9NYL9	ENSG00000138594
Q7Z410	ENSG00000178297
Q8IUR5	ENSG00000133687
Q5T4D3	ENSG00000125247
P23510	ENSG00000117586
Q59H18	ENSG00000116783
Q9UKE5	ENSG00000154310
Q14106	ENSG00000183864
Q96GM8	ENSG00000132773
Q8NFQ8	ENSG00000169905
Q8N4H5	ENSG00000175768
Q969P6	ENSG00000184428
O95985	ENSG00000100038
Q92547	ENSG00000163781
Q96NM4	ENSG00000124191
O75365	ENSG00000275575;ENSG00000184489
P67936	ENSG00000167460
Q86W33	ENSG00000163870
A6NMA1	ENSG00000204025
A6NI03	ENSG00000189253
Q13595	ENSG00000164548
Q9BWF2	ENSG00000183763
Q6ZNB5	
O14717	ENSG00000107614
P34981	ENSG00000174417
Q9UKU6	ENSG00000072657
Q9Y577	ENSG00000162931
P36406	ENSG00000113595
Q9Y5S1	ENSG00000187688
Q9H1D0	ENSG00000165125
Q9Y606	ENSG00000177192
P07478	ENSG00000275896;ENSG00000282049
Q15661	ENSG00000172236
Q9NX07	ENSG00000180098
Q92574	ENSG00000165699
Q6ZSZ6	ENSG00000179981
Q63HK5	ENSG00000121297
Q9H1Z9	ENSG00000182612
O95859	ENSG00000106025
Q8NG11	ENSG00000108219
P62079	ENSG00000168785
Q96NA8	ENSG00000171045
Q9Y5U2	ENSG00000184281
Q96PN8	ENSG00000162526
Q9BXA6	ENSG00000178093
H0UI37	ENSG00000228439
Q9H489	
Q9H0U9	ENSG00000189241
Q9H892	ENSG00000149292
Q8NA56	ENSG00000137473
Q5I0X7	ENSG00000183891
O75896	ENSG00000114383
Q86XW9	ENSG00000181322
Q9H3M7	ENSG00000265972
P40126	ENSG00000080166
Q9NV66	ENSG00000198874
C9JVI0	ENSG00000233136
D6R901	ENSG00000249811
Q8WU68	ENSG00000161265
Q5VV11	
Q9ULQ1	ENSG00000186815
P0DI82	
O75865	ENSG00000007255
P55327	ENSG00000076554
Q68CL5	ENSG00000134779
Q9HCN2	ENSG00000120471
Q9H3S4	ENSG00000196511
P07951	ENSG00000198467
Q8IUR0	ENSG00000181029
O15533	ENSG00000231925;ENSG00000236490;ENSG00000206208;ENSG00000206281;ENSG00000112493
Q9UI30	ENSG00000173113
O14836	ENSG00000240505
Q14142	ENSG00000106785
Q86UV6	ENSG00000155428
O75382	ENSG00000110171
Q8N9V2	ENSG00000184108
Q7Z2T5	ENSG00000121486
Q8WU66	ENSG00000175894
P01222	ENSG00000134200
P16473	ENSG00000165409
P35443	ENSG00000113296
Q5TGU0	ENSG00000112212
P0CV98	ENSG00000228927
Q9BXA7	ENSG00000212122
Q9H2G4	ENSG00000184205
Q7Z4L5	ENSG00000123607
Q8N4P2	ENSG00000196659
Q5R3I4	ENSG00000075234
P53804	ENSG00000182670
Q86TZ1	ENSG00000139865
Q9ULT0	ENSG00000068724
Q8TAM2	ENSG00000165533
Q15361	ENSG00000125482
P02766	ENSG00000118271
Q9BTX7	ENSG00000124120
P49638	ENSG00000137561
Q9BY14	ENSG00000131126
Q9BXU3	ENSG00000268629
O14907	ENSG00000213977
Q6PKC3	ENSG00000153066
Q96J42	ENSG00000113621
P42681	ENSG00000074966
P40222	ENSG00000084652
Q86VQ3	ENSG00000168454
O60294	ENSG00000168806
A2RUC4	ENSG00000162971
P25490	ENSG00000100811
Q9NS69	ENSG00000100216
Q96HA7	ENSG00000160949
Q5GJ75	ENSG00000183578
P00750	ENSG00000104368
Q13641	ENSG00000283085;ENSG00000146242
Q7Z392	ENSG00000168538
P0DI81	ENSG00000196459
Q5T215	ENSG00000173626
Q8IWU9	ENSG00000139287
Q6F5E7	ENSG00000206483;ENSG00000283374
A6NCK2	ENSG00000144010
A6NDI0	ENSG00000182053
Q13114	ENSG00000131323
P01850	
P02787	ENSG00000091513
Q96F44	ENSG00000154370
O60858	ENSG00000204977
O00635	ENSG00000112343
O15016	ENSG00000166436
Q6AZZ1	ENSG00000167333
Q9BZR9	ENSG00000171206
O75962	ENSG00000038382
Q15643	ENSG00000100815
Q96GJ1	ENSG00000188917
Q32P41	ENSG00000126814
Q86YW5	ENSG00000161911
Q9BU70	ENSG00000136932
Q9Y4A5	ENSG00000196367
Q8WWH5	ENSG00000165832
P48553	ENSG00000160218
Q8WVT3	ENSG00000171853
P60174	ENSG00000111669
O14773	ENSG00000166340
O43617	ENSG00000054116
O94811	ENSG00000171368
Q9H4I3	ENSG00000170638
Q15628	ENSG00000102871
Q13077	ENSG00000056558
Q12933	ENSG00000127191
A0A5B9	
Q9NP99	ENSG00000124731
Q9NZC2	ENSG00000095970
Q9BQ50	ENSG00000183479
Q9BZY9	ENSG00000137397;ENSG00000223531;ENSG00000233573;ENSG00000204616;ENSG00000224168;ENSG00000225130
Q9UPN9	ENSG00000197323
Q9HCM9	ENSG00000204599;ENSG00000232839;ENSG00000206495;ENSG00000230308;ENSG00000226437;ENSG00000224994;ENSG00000229929
Q96BQ3	ENSG00000144015
Q96DX7	ENSG00000166326
Q7Z4K8	ENSG00000163462
P0CI25	ENSG00000168930
Q86XT4	ENSG00000146755
Q96A61	ENSG00000183718
Q9BYV2	ENSG00000138100
Q9BRZ2	ENSG00000169871
Q92519	ENSG00000071575
Q9UJV3	ENSG00000080561
Q9C030	ENSG00000121236
Q8N7C3	ENSG00000179046
Q15654	ENSG00000087077
Q9HCX4	ENSG00000069018
O94759	ENSG00000142185
Q9NZQ8	ENSG00000070985
Q7RTX1	ENSG00000173662
A1L157	ENSG00000110900
Q9UKR8	ENSG00000130167
Q96SJ8	ENSG00000157570
O60635	ENSG00000117472
Q96QS1	ENSG00000064201
P19075	ENSG00000127324
O75954	ENSG00000011105
Q99598	ENSG00000116918
Q9UI38	ENSG00000283706;ENSG00000206549
Q5T2D2	ENSG00000112195
O75762	ENSG00000104321
Q13507	ENSG00000138741
Q9UL62	ENSG00000072315
Q9Y210	ENSG00000137672
Q8NET8	ENSG00000167723
Q9NNW7	ENSG00000184470
Q99816	ENSG00000074319
Q8TE23	ENSG00000179002
P59090	
Q96PP4	ENSG00000213265
Q01534	ENSG00000258992
Q9UJK0	ENSG00000007520
Q9NQE7	ENSG00000112812
Q86VY4	ENSG00000180543
Q6PF05	ENSG00000205838
Q86WT1	ENSG00000197557
Q5SRH9	ENSG00000085831
Q5TCY1	ENSG00000146216
Q96AE7	ENSG00000052841
Q5W5X9	ENSG00000103852
Q86TV6	ENSG00000165914
A6NNM8	ENSG00000213471
O95922	ENSG00000100271
Q8N841	ENSG00000170703
A6PVC2	ENSG00000138892
Q9H313	ENSG00000276537;ENSG00000276887;ENSG00000275650;ENSG00000167614
Q9NNX1	ENSG00000143367
O00295	ENSG00000104804
Q2TAM9	ENSG00000198680
Q13454	ENSG00000104723
Q9P2J2	ENSG00000085552
Q96ET8	ENSG00000175106
Q9BXU2	ENSG00000170925
Q9UL33	ENSG00000167515
Q9HC21	ENSG00000125454
Q16890	ENSG00000111907
Q96Q05	ENSG00000167632
Q5T0D9	ENSG00000158109
Q8N7U7	ENSG00000178928
